username,text,text_clean,hashtags,timestamp,url,replies,retweets,likes,scraped_at
lavenderbby_0,aot animenya komedi banget emang. sampai banjir air mata ‍,aot animenya komedi banget emang. sampai banjir air mata,[],2026-01-14T03:00:13.000Z,https://x.com/lavenderbby_0/status/2011272110258471077,0,0,0,2026-01-14T10:06:17.138616
red_riauonline,"Satpol PP Riau Sulap Traktor Jadi Mesin Pembersih Lumpur, Bantu Korban Banjir Aceh Tamiang

#riauonline #riauonlinecoid #Satpolpp #Acehtamiang","satpol pp riau sulap traktor jadi mesin pembersih lumpur, bantu korban banjir aceh tamiang #riauonline #riauonlinecoid #satpolpp #acehtamiang","['#riauonline', '#riauonlinecoid', '#Satpolpp', '#Acehtamiang']",2026-01-14T03:00:02.000Z,https://x.com/red_riauonline/status/2011272064767057979,0,0,0,2026-01-14T10:06:17.253591
_rindianirisela,"lagi puasa hujan hujanan ketelen air hujan sedikit itu rejeki 
tapi tahun lalu ujan terus bahkan sampai banjir",lagi puasa hujan hujanan ketelen air hujan sedikit itu rejeki tapi tahun lalu ujan terus bahkan sampai banjir,[],2026-01-14T03:05:39.000Z,https://x.com/_rindianirisela/status/2011273479904247873,0,0,0,2026-01-14T10:06:18.899706
SikeuPolres123,Personel Polsek Batang Angkola bersama Brimob Yon C Sipirok melaksanakan Operasi Aman Nusa II Toba 2026 dengan membangun huntara bagi warga terdampak banjir bandang di Desa Tolang Julu sebagai wujud kehadiran dan kepedulian Polri di tengah masyarakat. #PolriHadir #AmanNusaII,personel polsek batang angkola bersama brimob yon c sipirok melaksanakan operasi aman nusa ii toba 2026 dengan membangun huntara bagi warga terdampak banjir bandang di desa tolang julu sebagai wujud kehadiran dan kepedulian polri di tengah masyarakat. #polrihadir #amannusaii,"['#PolriHadir', '#AmanNusaII']",2026-01-14T03:05:27.000Z,https://x.com/SikeuPolres123/status/2011273426066161920,0,0,0,2026-01-14T10:06:19.008939
blueluna_hong,Banjir,banjir,[],2026-01-14T03:04:23.000Z,https://x.com/blueluna_hong/status/2011273159950082265,0,0,0,2026-01-14T10:06:19.123235
andiniarrei,"WTB WTS APP PREM APK PREM APLIKASI PREMIUM
LENGKAP MURAH TRUSTED FULL GARANSI FAST RESPON

NETFLIX VIU SPOTIFY CAPCUT CHATGPT PRO 5.0 YOUTUBE PRIME DISNEY CANVA DLL

order dm/ 
wa.me/6285743307440
#zonauang wtb chatgpt pro 5.0 broken strings netflix jakarta hujan banjir",wtb wts app prem apk prem aplikasi premium lengkap murah trusted full garansi fast respon netflix viu spotify capcut chatgpt pro 5.0 youtube prime disney canva dll order dm wa.me6285743307440 #zonauang wtb chatgpt pro 5.0 broken strings netflix jakarta hujan banjir,['#zonauang'],2026-01-14T03:03:47.000Z,https://x.com/andiniarrei/status/2011273008883908729,0,0,0,2026-01-14T10:06:19.226046
antaranews,"BPBD Kabupaten Kudus, Jawa Tengah, menyebutkan ada 25 desa yang terdampak banjir menyusul curah hujan tinggi, sehingga mengakibatkan sejumlah rumah warga dan jalan tergenang banjir dengan ketinggian bervariasi.","bpbd kabupaten kudus, jawa tengah, menyebutkan ada 25 desa yang terdampak banjir menyusul curah hujan tinggi, sehingga mengakibatkan sejumlah rumah warga dan jalan tergenang banjir dengan ketinggian bervariasi.",[],2026-01-14T03:02:18.000Z,https://x.com/antaranews/status/2011272636362604848,0,0,0,2026-01-14T10:06:19.331757
repor2425,"Termul klo Bandara Kertajati gmn...?
IKN Banjir dan Jln Tolnya Amblas,","termul klo bandara kertajati gmn...? ikn banjir dan jln tolnya amblas,",[],2026-01-14T03:01:26.000Z,https://x.com/repor2425/status/2011272416568467784,0,0,0,2026-01-14T10:06:19.452447
polpagedangan,"Bhabinkamtibmas Ds. Karang Tengah Polsek Pagedangan *Aipda Lugas Gunawan*dan Babinsa  melaksanakan pemantauan wilayah pasca banjir, sementara sudah tidak ada genangan air dan debit air Cimanceuri masih kondusif.","bhabinkamtibmas ds. karang tengah polsek pagedangan aipda lugas gunawandan babinsa melaksanakan pemantauan wilayah pasca banjir, sementara sudah tidak ada genangan air dan debit air cimanceuri masih kondusif.",[],2026-01-14T03:01:03.000Z,https://x.com/polpagedangan/status/2011272318686024113,0,0,0,2026-01-14T10:06:19.545991
antaranews,"BNPB mempercepat pembangunan rumah hunian sementara dan hunian tetap bagi warga terdampak banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat sebagai bagian dari pemulihan pascabencana.","bnpb mempercepat pembangunan rumah hunian sementara dan hunian tetap bagi warga terdampak banjir dan tanah longsor di aceh, sumatera utara, dan sumatera barat sebagai bagian dari pemulihan pascabencana.",[],2026-01-14T03:01:01.000Z,https://x.com/antaranews/status/2011272313397002441,0,0,0,2026-01-14T10:06:19.643095
lavenderbby_0,aot animenya komedi banget emang. sampai banjir air mata ‍,aot animenya komedi banget emang. sampai banjir air mata,[],2026-01-14T03:00:13.000Z,https://x.com/lavenderbby_0/status/2011272110258471077,0,0,0,2026-01-14T10:06:19.750325
red_riauonline,"Satpol PP Riau Sulap Traktor Jadi Mesin Pembersih Lumpur, Bantu Korban Banjir Aceh Tamiang

#riauonline #riauonlinecoid #Satpolpp #Acehtamiang","satpol pp riau sulap traktor jadi mesin pembersih lumpur, bantu korban banjir aceh tamiang #riauonline #riauonlinecoid #satpolpp #acehtamiang","['#riauonline', '#riauonlinecoid', '#Satpolpp', '#Acehtamiang']",2026-01-14T03:00:02.000Z,https://x.com/red_riauonline/status/2011272064767057979,0,0,0,2026-01-14T10:06:19.859696
utusanborneo,"Misi menyelamat dan penghantaran bantuan bekalan makanan kepada mangsa banjir di Bintulu dilancarkan
utusanborneo.com.my/2026/01/14/mis
…",misi menyelamat dan penghantaran bantuan bekalan makanan kepada mangsa banjir di bintulu dilancarkan utusanborneo.com.my20260114mis,[],2026-01-14T02:59:41.000Z,https://x.com/utusanborneo/status/2011271976975990929,0,0,0,2026-01-14T10:06:19.966808
SikeuPolres123,Personel Polsek Batang Angkola bersama Brimob Yon C Sipirok melaksanakan Operasi Aman Nusa II Toba 2026 dengan membangun huntara bagi warga terdampak banjir bandang di Desa Tolang Julu sebagai wujud kehadiran dan kepedulian Polri di tengah masyarakat. #PolriHadir #AmanNusaII,personel polsek batang angkola bersama brimob yon c sipirok melaksanakan operasi aman nusa ii toba 2026 dengan membangun huntara bagi warga terdampak banjir bandang di desa tolang julu sebagai wujud kehadiran dan kepedulian polri di tengah masyarakat. #polrihadir #amannusaii,"['#PolriHadir', '#AmanNusaII']",2026-01-14T03:05:27.000Z,https://x.com/SikeuPolres123/status/2011273426066161920,0,0,0,2026-01-14T10:06:23.127056
blueluna_hong,Banjir,banjir,[],2026-01-14T03:04:23.000Z,https://x.com/blueluna_hong/status/2011273159950082265,0,0,0,2026-01-14T10:06:23.264110
andiniarrei,"WTB WTS APP PREM APK PREM APLIKASI PREMIUM
LENGKAP MURAH TRUSTED FULL GARANSI FAST RESPON

NETFLIX VIU SPOTIFY CAPCUT CHATGPT PRO 5.0 YOUTUBE PRIME DISNEY CANVA DLL

order dm/ 
wa.me/6285743307440
#zonauang wtb chatgpt pro 5.0 broken strings netflix jakarta hujan banjir",wtb wts app prem apk prem aplikasi premium lengkap murah trusted full garansi fast respon netflix viu spotify capcut chatgpt pro 5.0 youtube prime disney canva dll order dm wa.me6285743307440 #zonauang wtb chatgpt pro 5.0 broken strings netflix jakarta hujan banjir,['#zonauang'],2026-01-14T03:03:47.000Z,https://x.com/andiniarrei/status/2011273008883908729,0,0,0,2026-01-14T10:06:23.371329
antaranews,"BPBD Kabupaten Kudus, Jawa Tengah, menyebutkan ada 25 desa yang terdampak banjir menyusul curah hujan tinggi, sehingga mengakibatkan sejumlah rumah warga dan jalan tergenang banjir dengan ketinggian bervariasi.","bpbd kabupaten kudus, jawa tengah, menyebutkan ada 25 desa yang terdampak banjir menyusul curah hujan tinggi, sehingga mengakibatkan sejumlah rumah warga dan jalan tergenang banjir dengan ketinggian bervariasi.",[],2026-01-14T03:02:18.000Z,https://x.com/antaranews/status/2011272636362604848,0,0,0,2026-01-14T10:06:23.478904
repor2425,"Termul klo Bandara Kertajati gmn...?
IKN Banjir dan Jln Tolnya Amblas,","termul klo bandara kertajati gmn...? ikn banjir dan jln tolnya amblas,",[],2026-01-14T03:01:26.000Z,https://x.com/repor2425/status/2011272416568467784,0,0,0,2026-01-14T10:06:23.570467
polpagedangan,"Bhabinkamtibmas Ds. Karang Tengah Polsek Pagedangan *Aipda Lugas Gunawan*dan Babinsa  melaksanakan pemantauan wilayah pasca banjir, sementara sudah tidak ada genangan air dan debit air Cimanceuri masih kondusif.","bhabinkamtibmas ds. karang tengah polsek pagedangan aipda lugas gunawandan babinsa melaksanakan pemantauan wilayah pasca banjir, sementara sudah tidak ada genangan air dan debit air cimanceuri masih kondusif.",[],2026-01-14T03:01:03.000Z,https://x.com/polpagedangan/status/2011272318686024113,0,0,0,2026-01-14T10:06:23.683560
antaranews,"BNPB mempercepat pembangunan rumah hunian sementara dan hunian tetap bagi warga terdampak banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat sebagai bagian dari pemulihan pascabencana.","bnpb mempercepat pembangunan rumah hunian sementara dan hunian tetap bagi warga terdampak banjir dan tanah longsor di aceh, sumatera utara, dan sumatera barat sebagai bagian dari pemulihan pascabencana.",[],2026-01-14T03:01:01.000Z,https://x.com/antaranews/status/2011272313397002441,0,0,0,2026-01-14T10:06:23.777414
lavenderbby_0,aot animenya komedi banget emang. sampai banjir air mata ‍,aot animenya komedi banget emang. sampai banjir air mata,[],2026-01-14T03:00:13.000Z,https://x.com/lavenderbby_0/status/2011272110258471077,0,0,0,2026-01-14T10:06:23.880584
red_riauonline,"Satpol PP Riau Sulap Traktor Jadi Mesin Pembersih Lumpur, Bantu Korban Banjir Aceh Tamiang

#riauonline #riauonlinecoid #Satpolpp #Acehtamiang","satpol pp riau sulap traktor jadi mesin pembersih lumpur, bantu korban banjir aceh tamiang #riauonline #riauonlinecoid #satpolpp #acehtamiang","['#riauonline', '#riauonlinecoid', '#Satpolpp', '#Acehtamiang']",2026-01-14T03:00:02.000Z,https://x.com/red_riauonline/status/2011272064767057979,0,0,0,2026-01-14T10:06:24.004794
utusanborneo,"Misi menyelamat dan penghantaran bantuan bekalan makanan kepada mangsa banjir di Bintulu dilancarkan
utusanborneo.com.my/2026/01/14/mis
…",misi menyelamat dan penghantaran bantuan bekalan makanan kepada mangsa banjir di bintulu dilancarkan utusanborneo.com.my20260114mis,[],2026-01-14T02:59:41.000Z,https://x.com/utusanborneo/status/2011271976975990929,0,0,0,2026-01-14T10:06:24.126545
heavcnsh,dia mau ngerasain banjir juga ya,dia mau ngerasain banjir juga ya,[],2026-01-14T02:57:11.000Z,https://x.com/heavcnsh/status/2011271347905949984,0,0,0,2026-01-14T10:06:24.228463
Skehehdanfdiidl,"emg bajingan ni pemerintah, jadi banjir dimana2, sumatra, sulawesi, kalimantan, jateng, bekasi","emg bajingan ni pemerintah, jadi banjir dimana2, sumatra, sulawesi, kalimantan, jateng, bekasi",[],2026-01-14T02:56:37.000Z,https://x.com/Skehehdanfdiidl/status/2011271205861683265,0,0,0,2026-01-14T10:06:24.327654
KodimBulukumba,"Masuki Musim Hujan, Babinsa Gunturu Ajak Tokoh Masyarakat Waspada Banjir dan Tanah Longsor

BULUKUMBA – Babinsa Koramil 1411-07/Herlang, Serka Juhardi, menggelar kegiatan Komunikasi Sosial (Komsos) bersama tokoh masyarakat di Desa Gunturu, Kecamatan Herlang, Rabu (14/01/2026).","masuki musim hujan, babinsa gunturu ajak tokoh masyarakat waspada banjir dan tanah longsor bulukumba babinsa koramil 1411-07herlang, serka juhardi, menggelar kegiatan komunikasi sosial komsos bersama tokoh masyarakat di desa gunturu, kecamatan herlang, rabu 14012026.",[],2026-01-14T02:55:28.000Z,https://x.com/KodimBulukumba/status/2011270913980055931,0,0,0,2026-01-14T10:06:24.441685
andiniarrei,"WTB WTS APP PREM APK PREM APLIKASI PREMIUM
LENGKAP MURAH TRUSTED FULL GARANSI FAST RESPON

NETFLIX VIU SPOTIFY CAPCUT CHATGPT PRO 5.0 YOUTUBE PRIME DISNEY CANVA DLL

order dm/ 
wa.me/6285743307440
#zonauang wtb chatgpt pro 5.0 broken strings netflix jakarta hujan banjir",wtb wts app prem apk prem aplikasi premium lengkap murah trusted full garansi fast respon netflix viu spotify capcut chatgpt pro 5.0 youtube prime disney canva dll order dm wa.me6285743307440 #zonauang wtb chatgpt pro 5.0 broken strings netflix jakarta hujan banjir,['#zonauang'],2026-01-14T03:03:47.000Z,https://x.com/andiniarrei/status/2011273008883908729,0,0,0,2026-01-14T10:06:26.173376
antaranews,"BPBD Kabupaten Kudus, Jawa Tengah, menyebutkan ada 25 desa yang terdampak banjir menyusul curah hujan tinggi, sehingga mengakibatkan sejumlah rumah warga dan jalan tergenang banjir dengan ketinggian bervariasi.","bpbd kabupaten kudus, jawa tengah, menyebutkan ada 25 desa yang terdampak banjir menyusul curah hujan tinggi, sehingga mengakibatkan sejumlah rumah warga dan jalan tergenang banjir dengan ketinggian bervariasi.",[],2026-01-14T03:02:18.000Z,https://x.com/antaranews/status/2011272636362604848,0,0,0,2026-01-14T10:06:26.277914
repor2425,"Termul klo Bandara Kertajati gmn...?
IKN Banjir dan Jln Tolnya Amblas,","termul klo bandara kertajati gmn...? ikn banjir dan jln tolnya amblas,",[],2026-01-14T03:01:26.000Z,https://x.com/repor2425/status/2011272416568467784,0,0,0,2026-01-14T10:06:26.393722
polpagedangan,"Bhabinkamtibmas Ds. Karang Tengah Polsek Pagedangan *Aipda Lugas Gunawan*dan Babinsa  melaksanakan pemantauan wilayah pasca banjir, sementara sudah tidak ada genangan air dan debit air Cimanceuri masih kondusif.","bhabinkamtibmas ds. karang tengah polsek pagedangan aipda lugas gunawandan babinsa melaksanakan pemantauan wilayah pasca banjir, sementara sudah tidak ada genangan air dan debit air cimanceuri masih kondusif.",[],2026-01-14T03:01:03.000Z,https://x.com/polpagedangan/status/2011272318686024113,0,0,0,2026-01-14T10:06:26.496354
antaranews,"BNPB mempercepat pembangunan rumah hunian sementara dan hunian tetap bagi warga terdampak banjir dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat sebagai bagian dari pemulihan pascabencana.","bnpb mempercepat pembangunan rumah hunian sementara dan hunian tetap bagi warga terdampak banjir dan tanah longsor di aceh, sumatera utara, dan sumatera barat sebagai bagian dari pemulihan pascabencana.",[],2026-01-14T03:01:01.000Z,https://x.com/antaranews/status/2011272313397002441,0,0,0,2026-01-14T10:06:26.596601
lavenderbby_0,aot animenya komedi banget emang. sampai banjir air mata ‍,aot animenya komedi banget emang. sampai banjir air mata,[],2026-01-14T03:00:13.000Z,https://x.com/lavenderbby_0/status/2011272110258471077,0,0,0,2026-01-14T10:06:26.696692
red_riauonline,"Satpol PP Riau Sulap Traktor Jadi Mesin Pembersih Lumpur, Bantu Korban Banjir Aceh Tamiang

#riauonline #riauonlinecoid #Satpolpp #Acehtamiang","satpol pp riau sulap traktor jadi mesin pembersih lumpur, bantu korban banjir aceh tamiang #riauonline #riauonlinecoid #satpolpp #acehtamiang","['#riauonline', '#riauonlinecoid', '#Satpolpp', '#Acehtamiang']",2026-01-14T03:00:02.000Z,https://x.com/red_riauonline/status/2011272064767057979,0,0,0,2026-01-14T10:06:26.792566
utusanborneo,"Misi menyelamat dan penghantaran bantuan bekalan makanan kepada mangsa banjir di Bintulu dilancarkan
utusanborneo.com.my/2026/01/14/mis
…",misi menyelamat dan penghantaran bantuan bekalan makanan kepada mangsa banjir di bintulu dilancarkan utusanborneo.com.my20260114mis,[],2026-01-14T02:59:41.000Z,https://x.com/utusanborneo/status/2011271976975990929,0,0,0,2026-01-14T10:06:26.897820
